SrNo,Date,Sale Party,Quantity Sold,Sale Rate,Product,Grade,Company,Specific Grade,Purchase Party,Quantity Purchased,Purchase Rate
2951,2020-08-26,Navkar Mangaluru Buildtech Pvt Ltd,7000,89,R0150S,HD Raffia,HMEL,HD,"Falaj Trading DMCC (Dubai, UAE)",7000,88
2952,2020-08-26,Kochi Stellar Textiles Pvt Ltd,9000,91,2518,LD 2 Mfi Non-Slip,Sabic,LD,Bharat Chemplast,9000,90
2953,2020-08-26,Cityline Poly Solutions,17000,95,1200MC,PP Moulding (20 Mfi),IOCL,PP,"BlueCrane Petrochem Corp. (Ningbo, China)",17000,93
2954,2020-08-27,Beacon Recyclers Pvt Ltd (Vasai),14000,90,T3804,LL Roto Moulding,Opal,LL,Apex Impex (Cuttack),14000,88
2955,2020-08-27,Heritage Polymers WaterTech (Durgapur),14000,94,265MO,PPCP (7 Mfi),Borough,PP,Tirupati Ghaziabad Polymers,14000,91
2956,2020-08-27,Agra Vindhya Sports Goods Pvt Ltd,11000,95,1110MAS,PP Moulding (11 Mfi),IOCL,PP,Faridabad Bluewave Chemplast,11000,93
2957,2020-08-27,Hiral Polychem (Durgapur),11000,97,50MA180,HD Injection Moulding,RIL,HD,"GreatWall Plastics Co., Ltd. (Shanghai, China)",11000,95
2958,2020-08-27,Surat Dynamic Consumer Products Pvt Ltd,11000,96,4025ZN,LD GP,Sabic,LD,"Desert Dunes Petrochem DMCC (Dubai, UAE)",11000,95
2959,2020-08-27,Ankleshwar Prime Housewares Pvt Ltd,10000,94,4024WN,LD GP,Sabic,LD,Ankleshwar Godavari Plastics,10000,93
2960,2020-08-27,Nagpur Millennium Textiles Pvt Ltd,9000,102,801YY,LD Lamination,Titan,LD,Aravali Trading Co.,9000,99
2961,2020-08-27,Meerut Krishna 3D Printing Pvt Ltd,6000,97,TR571,HD Blow Moulding,Lotrene,HD,Faridabad Siddhi Polymer Traders,6000,96
2962,2020-08-27,Crystal Thane Packagers Pvt Ltd,15000,93,F18S,LL 1 Mfi Slip,Gail,LL,"BlueCrane Petrochem Corp. (Ningbo, China)",15000,91
2963,2020-08-27,Sigma Polychemicals (Meerut),11000,97,2103,LD Heavy Duty,Sasol,LD,"Marina Gate Polymers LLC (Dubai, UAE)",11000,95
2964,2020-08-27,Kandla Umiya Renewables Pvt Ltd,10000,97,121H,ABS,LG,ABS,Mumbai Pacific Polymer Traders,10000,94
2965,2020-08-28,Stride Industrials Pvt Ltd (Jaipur),12000,89,SC203TR,GPPS,Supreme,GPPS,"GreatWall Plastics Co., Ltd. (Shanghai, China)",12000,88
2966,2020-08-28,Konark Footwear Pvt Ltd (Pithampur),14000,100,851,HD HM,Sabic,HM,Mahadev Commodities (Howrah),14000,97
2967,2020-08-28,Heritage Chennai Adhesives Pvt Ltd,11000,103,ABS 920,ABS,Styrenics / Stryolution / BASF,ABS,"Sandshell Trading DMCC (Dubai, UAE)",11000,100
2968,2020-08-28,Nagpur Heritage Moulders Pvt Ltd,10000,95,T9,HD Raffia,Haldia,HD,Dynamic Petrochem,10000,92
2969,2020-08-28,Pristine Vadodara Impex,17000,92,SC201LV,GPPS,Supreme,GPPS,"Palm Vista Polymers LLC (Dubai, UAE)",17000,91
2970,2020-08-28,Narmada Buildtech Pvt Ltd (Noida),11000,97,4025ZN,LD GP,Sabic,LD,"GoldRiver Materials Trading Co. (Tianjin, China)",11000,94
2971,2020-08-28,Matrix Polymers Cables (Hyderabad),11000,95,PP 500,PP Raffia,Sabic,PP,"GreatWall Plastics Co., Ltd. (Shanghai, China)",11000,93
2972,2020-08-28,Momentum Footwear Pvt Ltd (Delhi),12000,101,FC21HN,LL 2 Mfi Slip,Qamar,LL,Bengaluru Umiya Polymer Traders,12000,99
2973,2020-08-28,Arham Cables Pvt Ltd (Noida),14000,94,SH03,HIPS,Supreme,HIPS,Dynamic Petrochem,14000,93
2974,2020-08-28,Everest Poly Hub (Navi Mumbai),10000,97,ABS 920,ABS,Styrenics / Stryolution / BASF,ABS,"Palm Vista Polymers LLC (Dubai, UAE)",10000,96
2975,2020-08-29,Beacon Vadodara Coatings Pvt Ltd,7000,95,952,HD HM,Sabic,HM,Devika Polytrade (Ahmedabad),7000,92
2976,2020-08-29,Ghaziabad Sunbeam Automotive Components Pvt Ltd,9000,95,C7100,LD Lamination,APC,LD,Galaxy Petrochem (Ankleshwar),9000,92
2977,2020-08-29,Agra Vindhya Sports Goods Pvt Ltd,9000,96,2047A,LD GP,Sasol,LD,Faridabad Siddhi Polymer Traders,9000,94
2978,2020-08-29,Kaveri Gurugram Petrochem,11000,94,2119,LD 2 Mfi Non-Slip,Sasol,LD,Rajhans Silvassa Commodities,11000,93
2979,2020-08-29,Stride Industrials Pvt Ltd (Jaipur),7000,93,0209AA,LL 1 Mfi Non-Slip,Iran,LL,Matrix Coimbatore Exim,7000,91
2980,2020-08-29,Indore Momentum Industrials Pvt Ltd,9000,91,F0148D,HD Medium Blow Moulding,HMEL,HD,"Jumeirah Crest Trading DMCC (Dubai, UAE)",9000,88
2981,2020-08-29,Pioneer Polymers Housewares (Mangaluru),12000,96,1030MG,PP Moulding (3 Mfi),IOCL,PP,"Desert Dunes Petrochem DMCC (Dubai, UAE)",12000,94
2982,2020-08-29,Gurugram Neelkanth Trading Co.,6000,97,631CF,PP TQ,Borough,PP,"SilverPanda Materials Trading Co. (Qingdao, China)",6000,96
2983,2020-08-29,Gurugram Neelkanth Trading Co.,14000,98,631CF,PP TQ,Borough,PP,Prime Secunderabad Polymart,14000,97
2984,2020-08-29,Gurugram Neelkanth Trading Co.,9000,104,52GB003,HD Blow Moulding,RIL,HD,Sai Thane Petrochem,9000,102
2985,2020-08-29,Silvassa Stride 3D Printing Pvt Ltd,14000,92,E0725L,LL Lamination,HMEL,LL,Hyderabad Bluewave Poly Solutions,14000,91
2986,2020-08-29,Gurugram Tapti Consumer Products Pvt Ltd,13000,87,F2001A,LL 1 Mfi Non-Slip,Opal,LL,"Pearl Coast Exim DMCC (Dubai, UAE)",13000,85
2987,2020-08-29,Urban Sports Goods Pvt Ltd (Bengaluru),10000,92,PS330,HIPS,Sabic,HIPS,"Shengda Materials Trading Co. (Ningbo, China)",10000,90
2988,2020-08-30,Neelkanth Buildtech Pvt Ltd (Hyderabad),7000,93,6230,LD 2 Mfi Non-Slip,Borough,LD,Sai Petrochem,7000,91
2989,2020-08-30,Krishna Polymers Industrials (Aurangabad),17000,93,6147,HD MBM,Luban,HD,Howrah Pacific Polymer Traders,17000,92
2990,2020-08-30,Anand Polymers Moulders (Hyderabad),11000,102,H030TN,PP Thermoforming,Nayara,PP,Kanpur Sunrise Polymers,11000,99
2991,2020-08-30,Velocity Agra Furniture Pvt Ltd,10000,96,2427K,LD GP,Basell,LD,Mahadev Commodities (Howrah),10000,93
2992,2020-08-30,Navkar Mangaluru Buildtech Pvt Ltd,7000,99,2427H,LD 2 Mfi Slip,Basell,LD,Dahej Aristo Polymart,7000,97
2993,2020-08-30,Umiya Faridabad Footwear Pvt Ltd,7000,90,1030RG,PP Raffia,IOCL,PP,Core Impex (Agra),7000,88
2994,2020-08-30,Infinity Polymers 3D Printing (Mangaluru),6000,89,F0146D,HD Film,HMEL,HD,"SilverPanda Materials Trading Co. (Qingdao, China)",6000,87
2995,2020-08-30,Devika Panipat Stationery Pvt Ltd,9000,88,5230,LD Heavy Duty,Borough,LD,"Desert Dunes Petrochem DMCC (Dubai, UAE)",9000,87
2996,2020-08-30,Cityline Appliances Pvt Ltd (Aurangabad),11000,98,MI45,ABS,Bhansali Engineering,ABS,Paramount Commodities,11000,97
2997,2020-08-30,Daman Umiya Agro Plast Pvt Ltd,12000,89,222NP,PP Moulding (12 Mfi),Borough,PP,Stellar Polychemicals (Daman),12000,88
2998,2020-08-30,Aravali Coimbatore Films & Sheets Pvt Ltd,6000,101,SH300,HIPS,Supreme,HIPS,Dynamic Petrochem,6000,100
2999,2020-08-31,Neelkanth Medical Devices Pvt Ltd (Nashik),12000,95,222NP,PP Moulding (12 Mfi),Borough,PP,Bharat Chemplast,12000,94
3000,2020-08-31,Paramount Polymers Stationery (Pune),10000,99,1400MN,PP Moulding (40 Mfi),IOCL,PP,Anand Commodities (Mysuru),10000,96
3001,2020-08-31,Arham Cables Pvt Ltd (Noida),12000,103,CM12RR,PPCP (12 MFI),HMEL,PP,"Falaj Trading DMCC (Dubai, UAE)",12000,100
3002,2020-08-31,Crystal Thane Packagers Pvt Ltd,6000,99,168MO,PP Moulding (10 Mfi),Borough,PP,Unity Petrochem,6000,98
3003,2020-08-31,Sigma Polymers Furniture (Indore),14000,95,2130,LD Heavy Duty,Sasol,LD,Rajhans Silvassa Commodities,14000,92
3004,2020-08-31,Infinity Ahmedabad Consumer Products Pvt Ltd,13000,102,1540,GPPS,Tabriz,GPPS,Sai Lucknow Polymer Traders,13000,99
3005,2020-08-31,Allied Jaipur Packagers Pvt Ltd,10000,99,Lotrene 0270,LD 2 Mfi Slip,Lotrene,LD,"Huanxin Petrochem Corp. (Xiamen, China)",10000,96
3006,2020-08-31,Desi Polymers Textiles (Udaipur),12000,100,F0218L,LL 2 Mfi Non-Slip,HMEL,LL,"Huanxin Petrochem Corp. (Xiamen, China)",12000,97
3007,2020-08-31,Haridwar Galaxy Polymart,6000,105,F18S,LL 1 Mfi Slip,Gail,LL,"Huaxin Polychem Co., Ltd. (Tianjin, China)",6000,103
3008,2020-08-31,Millennium Polymers Sports Goods (Dahej),14000,96,P700J,PP Moulding (12 Mfi),SCG Chemcials,PP,"Pearl Coast Exim DMCC (Dubai, UAE)",14000,93
3009,2020-08-31,Galaxy Polymers Medical Devices (Gurugram),15000,94,0209AA,LL 1 Mfi Non-Slip,Iran,LL,Mahadev Commodities (Howrah),15000,93
3010,2020-08-31,Urban Sports Goods Pvt Ltd (Bengaluru),7000,105,5230,LD Heavy Duty,Borough,LD,Aristo Jaipur Polychem,7000,103
3011,2020-08-31,Gurugram Neelkanth Trading Co.,10000,96,Y50,PP Raffia,Gail,PP,"Jinlong Petrochem Corp. (Ningbo, China)",10000,95
3012,2020-09-01,Prime Polymers Textiles (Mangaluru),11000,104,1810T,LL 1 Mfi Slip,Basell,LL,Stellar Polychemicals (Daman),11000,101
3013,2020-09-01,Anand Polymers Textiles (Pune),9000,99,HNR100,PP Moulding,Sasol,PP,"Jumeirah Crest Trading DMCC (Dubai, UAE)",9000,97
3014,2020-09-01,Rajhans Mysuru Furniture Pvt Ltd,6000,93,B0155D,HD Blow Moulding,HMEL,HD,Ludhiana Tirupati Poly Hub,6000,92
3015,2020-09-01,Vertex Polymers Electronics (Lucknow),10000,101,Grade 1,PP Moulding,Basell,PP,Panipat Sunbeam Polychemicals,10000,100
3016,2020-09-01,Pristine Polymers Renewables (Bhubaneswar),14000,96,B55H02,HD Blow Moulding,Opal,HD,Tapti Polytrade,14000,93
3017,2020-09-01,Faridabad Siddhi Polymer Traders,14000,95,1013NW8,Nylon,UBE,Nylon,Infinity Poly Solutions,14000,94
3018,2020-09-01,Ankleshwar Prime Housewares Pvt Ltd,11000,97,7019EC,LD Lamination,Sabic,LD,Howrah Pacific Polymer Traders,11000,94
3019,2020-09-01,Nexus Ghaziabad Pipes & Fittings Pvt Ltd,6000,98,SC200,GPPS,Supreme,GPPS,Kanha Exim,6000,97
3020,2020-09-01,Neelkanth Medical Devices Pvt Ltd (Nashik),7000,104,P700J,PP Moulding (12 Mfi),SCG Chemcials,PP,"Huaxin Polychem Co., Ltd. (Tianjin, China)",7000,101
3021,2020-09-01,Nexus Bhiwandi Consumer Products Pvt Ltd,12000,88,SC206,GPPS,Supreme,GPPS,"Jumeirah Crest Trading DMCC (Dubai, UAE)",12000,87
3022,2020-09-01,Kanpur Sunrise Polymers,9000,98,265MO,PPCP (7 Mfi),Borough,PP,"GreatWall Plastics Co., Ltd. (Shanghai, China)",9000,95
3023,2020-09-01,Heritage Vapi Furniture Pvt Ltd,7000,102,F20S,LL 1 Mfi Slip,Gail,LL,"Palm Vista Polymers LLC (Dubai, UAE)",7000,101
3024,2020-09-01,Galaxy Polymers Medical Devices (Gurugram),9000,98,F2001S,LL 1 Mfi Slip,Opal,LL,"Marina Gate Polymers LLC (Dubai, UAE)",9000,95
3025,2020-09-01,Anand Polymers Textiles (Pune),13000,103,Ravago LL 1 Mfi slip,LL 1 Mfi Slip,Ravago,LL,"Falaj Trading DMCC (Dubai, UAE)",13000,101
3026,2020-09-02,Momentum Footwear Pvt Ltd (Delhi),13000,93,52518,HD Injection Moulding,Iran,HD,"BlueCrane Petrochem Corp. (Ningbo, China)",13000,90
3027,2020-09-02,Jaipur Shubham Housewares Pvt Ltd,13000,96,5410,HD Raffia,Opal,HD,Navneet Vasai Polymer Traders,13000,94
3028,2020-09-02,Hiral Polychem (Durgapur),7000,95,2100N,PP Moulding (12 Mfi),Luban,PP,Aristo Kochi Polytrade,7000,92
3029,2020-09-02,Matrix Polymers Cables (Mumbai),11000,98,180M50,HD Injection Moulding,IOCL,HD,"Pearl Coast Polymers LLC (Dubai, UAE)",11000,95
3030,2020-09-02,Devika Polymers Coatings (Jalandhar),8000,101,6236,LD 2 Mfi Slip,Borough,LD,Shubham Impex,8000,99
3031,2020-09-02,Beacon Electricals Pvt Ltd (Hyderabad),9000,101,M26500,LL Moulding (50Mfi),RIL,LL,Core Impex (Agra),9000,99
3032,2020-09-02,Kandla Umiya Renewables Pvt Ltd,8000,98,2018N,LL 2 Mfi Non-Slip,Lotrene,LL,Mumbai Pacific Polymer Traders,8000,97
3033,2020-09-02,Narmada Buildtech Pvt Ltd (Noida),13000,99,568MO,PPCP,Borough,PP,"Sandshell Trading DMCC (Dubai, UAE)",13000,96
3034,2020-09-02,Nagpur Vindhya Packaging Pvt Ltd,11000,94,RH03,PP Raffia,Opal,PP,"Palm Vista Trading DMCC (Dubai, UAE)",11000,93
3035,2020-09-02,Mangaluru Orbit Footwear Pvt Ltd,6000,106,SC201LV,GPPS,Supreme,GPPS,Heritage Plastics (Nashik),6000,105
3036,2020-09-02,Zenith Polymers Automotive Components (Noida),8000,94,LD 955,LD Lamination,Hanwha,LD,"Falaj Trading DMCC (Dubai, UAE)",8000,92
3037,2020-09-02,Devika Footwear Pvt Ltd (Silvassa),11000,91,JF19010,LL 1 Mfi Slip,RIL,LL,Kandla Crystal Plastics,11000,88
3038,2020-09-02,Heritage Polymers WaterTech (Durgapur),11000,93,1100N,PP Moulding (12 Mfi),AAPC,PP,"Pearl Coast Polymers LLC (Dubai, UAE)",11000,92
3039,2020-09-02,Kanpur Sunrise Polymers,9000,97,F20S,LL 1 Mfi Slip,Gail,LL,Zenith Polymers (Ghaziabad),9000,96
3040,2020-09-03,Sigma Polychemicals (Meerut),7000,87,1820,LL 2 Mfi Non-Slip,Basell,LL,Rajhans Polychemicals,7000,86
3041,2020-09-03,Coimbatore Aristo Adhesives Pvt Ltd,8000,99,B52A003,HD Blow Moulding,Gail,HD,"Lianhua Plastics Co., Ltd. (Shanghai, China)",8000,98
3042,2020-09-03,Matrix 3D Printing Pvt Ltd (Pithampur),8000,95,GX20,LD Lamination Plain Bag,Sabic,LD,"Shengda Materials Trading Co. (Ningbo, China)",8000,94
3043,2020-09-03,Sunrise Textiles Pvt Ltd (Kolkata),10000,91,2100N,PP Moulding (12 Mfi),Luban,PP,Kaveri Gurugram Petrochem,10000,89
3044,2020-09-03,Aravali Coimbatore Films & Sheets Pvt Ltd,16000,98,7000F,HD HM,Ilam,HM,Ludhiana Shree Polychem,16000,96
3045,2020-09-03,Gurugram Tapti Consumer Products Pvt Ltd,8000,94,1100FS,PP TQ,IOCL,PP,Sunbeam Udaipur Plastics,8000,91
3046,2020-09-03,Arham Cables Pvt Ltd (Noida),10000,91,7087,LL 1 Mfi Slip,Equate,LL,Metro Polychemicals,10000,90
3047,2020-09-03,Infinity Vasai Toys Pvt Ltd,8000,92,952,HD HM,Sabic,HM,Daman Millennium Polychem,8000,91
3048,2020-09-03,Galaxy Surat Polychemicals,9000,96,18020,LL 2 Mfi Non-Slip,RIL,LL,Rajhans Silvassa Commodities,9000,95
3049,2020-09-03,Matrix Polymers Cables (Hyderabad),8000,96,LD 040,LD GP,RIL,LD,Allied Trading Co.,8000,93
3050,2020-09-03,Kochi Stellar Textiles Pvt Ltd,12000,95,1200YG,PP Thermoforming (20 Mfi),IOCL,PP,"Huanxin Petrochem Corp. (Xiamen, China)",12000,93
3051,2020-09-03,Vector Moulders Pvt Ltd (Daman),6000,95,1100FS,PP TQ,IOCL,PP,"GreatWall Plastics Co., Ltd. (Shanghai, China)",6000,93
3052,2020-09-03,Ankleshwar Prime Housewares Pvt Ltd,12000,100,I56a200,HD Injection Moulding,Gail,HD,"GreatWall Plastics Co., Ltd. (Shanghai, China)",12000,97
3053,2020-09-03,Mumbai Allied Buildtech Pvt Ltd,6000,93,4023WN,LD GP,Sabic,LD,"Marina Gate Polymers LLC (Dubai, UAE)",6000,92
3054,2020-09-03,Matrix Polymers Cables (Mumbai),11000,97,HR033,PP Raffia,HPCL,PP,"Huanxin Petrochem Corp. (Xiamen, China)",11000,94
3055,2020-09-04,Tirupati Sports Goods Pvt Ltd (Silvassa),12000,85,PS330,HIPS,Sabic,HIPS,Radiant Impex,12000,84
3056,2020-09-04,Vapi Heritage Adhesives Pvt Ltd,12000,91,JF19010,LL 1 Mfi Slip,RIL,LL,Infinity Polymart (Meerut),12000,90
3057,2020-09-04,Jaipur Shubham Housewares Pvt Ltd,10000,98,AGILON35GF,35% Glass Filled Nylon,GRP,Nylon,Shubham Impex,10000,97
3058,2020-09-04,Agra Vindhya Sports Goods Pvt Ltd,13000,101,F10SR,PP TQ,HMEL,PP,"Marina Gate Polymers LLC (Dubai, UAE)",13000,99
3059,2020-09-04,Omkar Furniture Pvt Ltd (Thane),10000,98,F0050D,HD HM,HMEL,HM,"GoldRiver Materials Trading Co. (Tianjin, China)",10000,97
3060,2020-09-04,Cityline Poly Solutions,15000,94,GRPLON30GF,30% Glass Filled Nylon,GRP,Nylon,"Pearl Coast Exim DMCC (Dubai, UAE)",15000,93
3061,2020-09-04,Neelkanth Buildtech Pvt Ltd (Hyderabad),11000,93,118WM,LL 1 Mfi Slip,Sabic Malaysia,LL,Faridabad Bluewave Chemplast,11000,92
3062,2020-09-04,Ghaziabad Bharat Polytrade,13000,95,H120IG,PP Moulding (12 Mfi),Nayara,PP,Anand Durgapur Polytrade,13000,92
3063,2020-09-04,Pristine Vadodara Impex,8000,96,B0155D,HD Blow Moulding,HMEL,HD,"Huanxin Petrochem Corp. (Xiamen, China)",8000,94
3064,2020-09-04,Zenith Polymers Automotive Components (Noida),9000,98,F20S,LL 1 Mfi Slip,Gail,LL,Kanha Exim,9000,97
3065,2020-09-04,Navkar Gurugram Medical Devices Pvt Ltd,10000,97,RH03,PP Raffia,Opal,PP,Daman Millennium Polychem,10000,94
3066,2020-09-04,Meerut Prime Appliances Pvt Ltd,12000,94,7050,LL 2 Mfi Slip,Luban,LL,Umiya Petrochem (Gurugram),12000,91
3067,2020-09-04,Mangaluru Orbit Footwear Pvt Ltd,8000,94,F1,HD HM,Qamar,HM,Sigma Polychemicals (Meerut),8000,92
3068,2020-09-04,Gurugram Tapti Consumer Products Pvt Ltd,12000,97,2427K,LD GP,Basell,LD,Navneet Vasai Polymer Traders,12000,94
3069,2020-09-04,Urban Automotive Components Pvt Ltd (Howrah),6000,96,1881,HD HM,Titan,HM,Shubham Impex,6000,94
3070,2020-09-05,Aravali Chennai Toys Pvt Ltd,13000,96,1820,LL 2 Mfi Non-Slip,Basell,LL,Aravali Trading Co.,13000,94
3071,2020-09-05,Prime Renewables Pvt Ltd (Meerut),13000,89,4024WN,LD GP,Sabic,LD,Udaipur Aravali Polymer Traders,13000,88
3072,2020-09-05,Narmada Buildtech Pvt Ltd (Noida),7000,95,6095,HD HM,Luban,HM,"BlueCrane Petrochem Corp. (Ningbo, China)",7000,93
3073,2020-09-05,Udaipur Narmada Polychem,10000,96,TR131,HD HM,Marlex,HM,"Falaj Trading DMCC (Dubai, UAE)",10000,94
3074,2020-09-05,Orbit Polychemicals (Cuttack),13000,92,BL3,HD Blow Moulding,Iran,HD,"Desert Dunes Petrochem DMCC (Dubai, UAE)",13000,91
3075,2020-09-05,Capital Polymers Films & Sheets (Hyderabad),6000,93,SC206,GPPS,Supreme,GPPS,Dynamic Polymart (Indore),6000,91
3076,2020-09-05,Millennium Polymers Sports Goods (Dahej),8000,99,F0218L,LL 2 Mfi Non-Slip,HMEL,LL,Everest Poly Hub (Navi Mumbai),8000,96
3077,2020-09-05,Jodhpur Reliable Pipes & Fittings Pvt Ltd,14000,98,205TF,PP Thermoforming,HPCL,PP,Greentech Polytrade (Kochi),14000,95
3078,2020-09-05,Stride Polymers Pharma Packaging (Faridabad),13000,102,SRM100,PPCP,RIL,PP,Greentech Polytrade (Kochi),13000,99
3079,2020-09-05,Arham Exim,8000,95,SRM100,PPCP,RIL,PP,Mangalam Polytrade (Ludhiana),8000,92
3080,2020-09-05,Anand Polymers Textiles (Pune),8000,93,7042,LL 2 Mfi Non-Slip,Luban,LL,"Falaj Trading DMCC (Dubai, UAE)",8000,92
3081,2020-09-05,Mangalam Polymers 3D Printing (Durgapur),8000,96,1013NW8,Nylon,UBE,Nylon,Navkar Dahej Impex,8000,93
3082,2020-09-05,Jodhpur Reliable Pipes & Fittings Pvt Ltd,11000,97,7047,LL 1 Mfi Non-Slip,Luban,LL,"Falaj Trading DMCC (Dubai, UAE)",11000,94
3083,2020-09-05,Shreenath Polymers Adhesives (Ahmedabad),7000,93,17450,HD Injection Moulding (18 mfi),Dow,HD,Galaxy Chemplast (Mysuru),7000,91
3084,2020-09-06,Kochi Stellar Textiles Pvt Ltd,9000,96,LD 955,LD Lamination,Hanwha,LD,Shakti Kandla Commodities,9000,93
3085,2020-09-06,Sunbeam Polymers Electronics (Bhiwandi),13000,101,6888,HD HM,Equate,HM,"Jumeirah Crest Trading DMCC (Dubai, UAE)",13000,98
3086,2020-09-06,Stride Polymers Textiles (Gurugram),16000,90,F46003,HD Film,RIL,HD,Shakti Chemplast (Navi Mumbai),16000,89
3087,2020-09-06,Omkar Furniture Pvt Ltd (Thane),14000,102,F0218L,LL 2 Mfi Non-Slip,HMEL,LL,Shakti Chemplast (Navi Mumbai),14000,99
3088,2020-09-06,Neelkanth Medical Devices Pvt Ltd (Nashik),8000,97,6400,HD Blow Moulding,Luban,HD,Anand Commodities (Mysuru),8000,94
3089,2020-09-06,Sagar Polymers Buildtech (Secunderabad),11000,90,E24065,LL Lamination,RIL,LL,Kanha Faridabad Polymer Traders,11000,89
3090,2020-09-06,Bluewave Ankleshwar Electronics Pvt Ltd,10000,97,K222D,Nylon,Akulon,Nylon,Anand Poly Hub,10000,94
3091,2020-09-06,Narmada WaterTech Pvt Ltd (Thane),11000,95,LD 5026,LD Milk Pouch,Lotrene,LD,"BlueCrane Petrochem Corp. (Ningbo, China)",11000,94
3092,2020-09-06,Crescent Exim (Mangaluru),9000,101,7047,LL 1 Mfi Non-Slip,Luban,LL,Apex Impex (Cuttack),9000,98
3093,2020-09-06,Haridwar Galaxy Polymart,8000,103,52518,HD Injection Moulding,Iran,HD,Mahadev Commodities (Howrah),8000,102
3094,2020-09-07,Neelkanth Medical Devices Pvt Ltd (Nashik),8000,92,C7100,LD Lamination,APC,LD,"Shengda Materials Trading Co. (Ningbo, China)",8000,91
3095,2020-09-07,Sagar Polymers Buildtech (Secunderabad),13000,100,B6003,HD Blow Moulding,Opal,HD,Panipat Sunbeam Polychemicals,13000,98
3096,2020-09-07,Allied Jaipur Packagers Pvt Ltd,13000,95,1030RG,PP Raffia,IOCL,PP,"Shengda Materials Trading Co. (Ningbo, China)",13000,92
3097,2020-09-07,Kolkata Core Toys Pvt Ltd,12000,97,H200IG,PP Moulding (20 Mfi),Nayara,PP,"BlueCrane Petrochem Corp. (Ningbo, China)",12000,94
3098,2020-09-07,Vindhya Polymers Adhesives (Udaipur),9000,99,18020,LL 2 Mfi Non-Slip,RIL,LL,Navneet Polychemicals (Pithampur),9000,97
3099,2020-09-07,Ludhiana Millennium Stationery Pvt Ltd,11000,91,5018L,LL Roto Moulding,HMEL,LL,"Marina Gate Polymers LLC (Dubai, UAE)",11000,89
3100,2020-09-07,Beacon WaterTech Pvt Ltd (Vapi),15000,93,F0050D,HD HM,HMEL,HM,"SilverPanda Materials Trading Co. (Qingdao, China)",15000,91
3101,2020-09-07,Heritage Polymers WaterTech (Durgapur),10000,101,B5004 / B6003,HD Blow Moulding,Opal,HD,Kolkata Dynamic Chemplast,10000,98
3102,2020-09-07,Sahyadri Polymers Toys (Indore),12000,99,4128N,PP TQ,Luban,PP,Bhiwandi Rajhans Polymers,12000,98
3103,2020-09-07,Narmada WaterTech Pvt Ltd (Thane),12000,92,5018L,LL Roto Moulding,HMEL,LL,"DragonGate Materials Trading Co. (Shanghai, China)",12000,89
3104,2020-09-08,Agra Vindhya Sports Goods Pvt Ltd,8000,92,Marlex 030,PP Raffia,Marlex,PP,Pristine Vadodara Impex,8000,91
3105,2020-09-08,Silvassa Stride 3D Printing Pvt Ltd,7000,90,F18S,LL 1 Mfi Slip,Gail,LL,"Falaj Trading DMCC (Dubai, UAE)",7000,89
3106,2020-09-08,Neelkanth Buildtech Pvt Ltd (Hyderabad),6000,99,F0050D,HD HM,HMEL,HM,Orbit Poly Hub,6000,96
3107,2020-09-08,Beacon WaterTech Pvt Ltd (Vapi),11000,99,EVA 2518,EVA 18%,Sipchem,EVA,Aristo Kochi Polytrade,11000,98
3108,2020-09-08,Ganga Pharma Packaging Pvt Ltd (Surat),7000,90,FB3003,LD Heavy Duty,Lotrene,LD,Greentech Polytrade (Kochi),7000,89
3109,2020-09-08,Siddhi Polymers Recyclers (Mangaluru),6000,98,1110MG,PP Moulding (11 Mfi),IOCL,PP,Howrah Pacific Polymer Traders,6000,95
3110,2020-09-08,Navkar Bhiwandi Electricals Pvt Ltd,10000,99,2427H,LD 2 Mfi Slip,Basell,LD,"DragonGate Materials Trading Co. (Shanghai, China)",10000,96
3111,2020-09-08,Howrah Reliable Agro Plast Pvt Ltd,16000,100,M26500,LL Moulding (50Mfi),RIL,LL,"Huaxin Polychem Co., Ltd. (Tianjin, China)",16000,97
3112,2020-09-08,Daman Umiya Agro Plast Pvt Ltd,7000,101,SC201LVLT,GPPS,Supreme,GPPS,Anand Commodities (Mysuru),7000,98
3113,2020-09-08,Urban Sports Goods Pvt Ltd (Bengaluru),15000,100,2518,LD 2 Mfi Non-Slip,Sabic,LD,"Desert Dunes Petrochem DMCC (Dubai, UAE)",15000,97
3114,2020-09-08,Pristine Vadodara Impex,11000,96,4024WN,LD GP,Sabic,LD,Core Impex (Agra),11000,94
3115,2020-09-08,Meerut Prime Appliances Pvt Ltd,14000,107,B52A003,HD Blow Moulding,Gail,HD,"Desert Dunes Petrochem DMCC (Dubai, UAE)",14000,106
3116,2020-09-09,Jodhpur Reliable Pipes & Fittings Pvt Ltd,10000,92,R03RR,PP Raffia,HMEL,PP,"Shengda Materials Trading Co. (Ningbo, China)",10000,90
3117,2020-09-09,Radiant Kochi Renewables Pvt Ltd,11000,96,RH03,PP Raffia,Opal,PP,"Huanxin Petrochem Corp. (Xiamen, China)",11000,94
3118,2020-09-09,Mangalam Navi Mumbai Electricals Pvt Ltd,9000,98,HNR100,PP Moulding,Sasol,PP,Kolkata Dynamic Chemplast,9000,95
3119,2020-09-09,Haridwar Galaxy Polymart,7000,99,LD 040,LD GP,RIL,LD,Kaveri Gurugram Petrochem,7000,96
3120,2020-09-09,Bharat WaterTech Pvt Ltd (Kandla),10000,95,F0146D,HD Film,HMEL,HD,Navneet Vasai Polymer Traders,10000,94
