SrNo,Date,Sale Party,Quantity Sold,Sale Rate,Product,Grade,Company,Specific Grade,Purchase Party,Quantity Purchased,Purchase Rate
5073,10--02--2021,Heritage Vapi Furniture Pvt Ltd,10000,102,52518,HD Injection Moulding,Iran,HD,Aravali Trading Co.,10000,100
5074,10--02--2021,Devika Footwear Pvt Ltd (Silvassa),8000,106,GX20,LD Lamination Plain Bag,Sabic,LD,"Desert Dunes Petrochem DMCC (Dubai, UAE)",8000,104
5075,10--02--2021,Narmada Buildtech Pvt Ltd (Noida),11000,100,1810T,LL 1 Mfi Slip,Basell,LL,Velocity Trading Co.,11000,98
5076,10--02--2021,Indore Momentum Industrials Pvt Ltd,9000,97,B52A003,HD Blow Moulding,Gail,HD,Velocity Trading Co.,9000,95
5077,10--02--2021,Ghaziabad Infinity Toys Pvt Ltd,10000,100,205TF,PP Thermoforming,HPCL,PP,Vadodara Urban Poly Solutions,10000,99
5078,10--02--2021,Unity Polymers Buildtech (Bengaluru),15000,97,7047,LL 1 Mfi Non-Slip,Luban,LL,"Pearl Coast Exim DMCC (Dubai, UAE)",15000,96
5079,10--02--2021,Sunbeam Polymers Electronics (Bhiwandi),10000,92,F0118L,LL 1 Mfi Non-Slip,HMEL,LL,Krishna Trading Co. (Vasai),10000,91
5080,10--02--2021,Ghaziabad Sunbeam Automotive Components Pvt Ltd,10000,101,F20S,LL 1 Mfi Slip,Gail,LL,"Jumeirah Crest Petrochem DMCC (Dubai, UAE)",10000,100
5081,10--02--2021,Chennai Aravali Sports Goods Pvt Ltd,17000,94,2427K,LD GP,Basell,LD,"Falaj Trading DMCC (Dubai, UAE)",17000,91
5082,10--02--2021,Anand Polymers Textiles (Pune),9000,100,SH300,HIPS,Supreme,HIPS,Bengaluru Umiya Polymer Traders,9000,98
5083,10--02--2021,Stride Industrials Pvt Ltd (Jaipur),13000,99,2130,LD Heavy Duty,Sasol,LD,Shakti Polymers (Hyderabad),13000,97
5084,10--02--2021,Nexus Ghaziabad Pipes & Fittings Pvt Ltd,7000,100,F1,HD HM,Qamar,HM,"Desert Dunes Petrochem DMCC (Dubai, UAE)",7000,97
5085,10--02--2021,Millennium Polymers Sports Goods (Dahej),11000,107,R0150S,HD Raffia,HMEL,HD,"Palm Vista Trading DMCC (Dubai, UAE)",11000,104
5086,10--02--2021,Nagpur Millennium Textiles Pvt Ltd,8000,98,M26500,LL Moulding (50Mfi),RIL,LL,"SilverPanda Materials Trading Co. (Qingdao, China)",8000,96
5087,10--02--2021,Siddhi Polymers Recyclers (Mangaluru),9000,106,H200IG,PP Moulding (20 Mfi),Nayara,PP,Navneet Vasai Polymer Traders,9000,103
5088,11--02--2021,Omkar Furniture Pvt Ltd (Thane),7000,96,118WJ,LL 1 Mfi Slip,Sabic,LL,Haridwar Galaxy Polymart,7000,93
5089,11--02--2021,Arham Polymers Pipes & Fittings (Ankleshwar),9000,94,7000F,HD HM,Ilam,HM,"Marina Gate Polymers LLC (Dubai, UAE)",9000,93
5090,11--02--2021,Meerut Prime Appliances Pvt Ltd,11000,97,2103,LD Lamination,Sasol,LD,"GreatWall Plastics Co., Ltd. (Shanghai, China)",11000,94
5091,11--02--2021,Krishna Films & Sheets Pvt Ltd (Vapi),6000,94,SC206,GPPS,Supreme,GPPS,Kandla Crystal Plastics,6000,92
5092,11--02--2021,Zenith Polymers Automotive Components (Noida),7000,99,2427K,LD GP,Basell,LD,Orbit Polychemicals (Cuttack),7000,97
5093,11--02--2021,Navkar Bhiwandi Electricals Pvt Ltd,9000,102,2130,LD Heavy Duty,Sasol,LD,Arham Poly Hub (Delhi),9000,99
5094,11--02--2021,Faridabad Siddhi Polymer Traders,11000,97,125MO,PP Moulding (12 Mfi),Borough,PP,"Huanxin Petrochem Corp. (Xiamen, China)",11000,95
5095,11--02--2021,Ludhiana Millennium Stationery Pvt Ltd,16000,97,2427H,LD 2 Mfi Slip,Basell,LD,Radiant Impex,16000,94
5096,11--02--2021,Vertex 3D Printing Pvt Ltd (Nashik),13000,111,1820,LL 2 Mfi Non-Slip,Basell,LL,"Pearl Coast Exim DMCC (Dubai, UAE)",13000,108
5097,11--02--2021,Galaxy Pune Pipes & Fittings Pvt Ltd,15000,100,LB7000,LD Lamination,LG,LD,Ganga Chemplast (Surat),15000,99
5098,11--02--2021,Narmada Buildtech Pvt Ltd (Noida),9000,99,1350EG,PP Extrusion (35 Mfi),IOCL,PP,Stellar Polychemicals (Daman),9000,97
5099,11--02--2021,Kochi Stellar Textiles Pvt Ltd,10000,94,H110MA,PP Moulding (11 Mfi),RIL,PP,"Falaj Trading DMCC (Dubai, UAE)",10000,93
5100,11--02--2021,Pioneer Polymers Housewares (Mangaluru),10000,102,LDU8918,LD Lamination,Tricolene,LD,Neelkanth Poly Hub (Panipat),10000,101
5101,12--02--2021,Vapi Heritage Adhesives Pvt Ltd,7000,99,100ey,PP TQ,RIL,PP,"Marina Gate Polymers LLC (Dubai, UAE)",7000,98
5102,12--02--2021,Triveni Polymers 3D Printing (Hyderabad),16000,99,HT003T,PP Thermoforming,Gail,PP,"Pearl Coast Polymers LLC (Dubai, UAE)",16000,96
5103,12--02--2021,Bluewave Ankleshwar Electronics Pvt Ltd,12000,100,T3804,LL Roto Moulding,Opal,LL,"Marina Gate Polymers LLC (Dubai, UAE)",12000,99
5104,12--02--2021,Vapi Nexus Housewares Pvt Ltd,7000,92,B6003,HD Blow Moulding,Opal,HD,"Lianhua Plastics Co., Ltd. (Shanghai, China)",7000,91
5105,12--02--2021,Meerut Prime Appliances Pvt Ltd,12000,95,2427F,LD Milk Pouch,Basell,LD,"Palm Vista Trading DMCC (Dubai, UAE)",12000,93
5106,12--02--2021,Nagpur Vindhya Packaging Pvt Ltd,12000,94,GX20,LD Lamination Plain Bag,Sabic,LD,Triveni Petrochem,12000,92
5107,12--02--2021,Vertex Moulders Pvt Ltd (Jodhpur),10000,95,1820,LL 2 Mfi Non-Slip,Basell,LL,Sai Trading Co.,10000,92
5108,12--02--2021,Heritage Adhesives Pvt Ltd (Nashik),11000,94,HY035R,PP Lamination,MRPL,PP,"Pearl Coast Exim DMCC (Dubai, UAE)",11000,93
5109,12--02--2021,Vertex Polymers Electronics (Lucknow),8000,100,H036RG,PP Raffia,Nayara,PP,Heritage Plastics (Nashik),8000,98
5110,12--02--2021,Orbit Polychemicals (Cuttack),8000,94,M12RR,PP Moulding (12 Mfi),HMEL,PP,"Sandshell Trading DMCC (Dubai, UAE)",8000,92
5111,12--02--2021,Beacon Vadodara Coatings Pvt Ltd,11000,95,4024ZN,LD GP,Sabic,LD,"Jumeirah Crest Petrochem DMCC (Dubai, UAE)",11000,93
5112,12--02--2021,Vindhya Polymers Adhesives (Udaipur),10000,99,H030TN,PP Thermoforming,Nayara,PP,Matrix Polymart (Secunderabad),10000,98
5113,12--02--2021,Unity Polymers Buildtech (Bengaluru),8000,99,H036RG,PP Raffia,Nayara,PP,"Marina Gate Polymers LLC (Dubai, UAE)",8000,96
5114,13--02--2021,Mahadev Polymers Agro Plast (Rajkot),9000,90,FC21HN,LL 2 Mfi Slip,Qamar,LL,"Shengda Materials Trading Co. (Ningbo, China)",9000,89
5115,13--02--2021,Sahyadri Polymers Toys (Indore),8000,101,SC201LV,GPPS,Supreme,GPPS,"Marina Gate Polymers LLC (Dubai, UAE)",8000,98
5116,13--02--2021,Capital Polymers Films & Sheets (Hyderabad),6000,104,Lotrene 0270,LD 2 Mfi Slip,Lotrene,LD,"Marina Gate Polymers LLC (Dubai, UAE)",6000,101
5117,13--02--2021,Narmada Buildtech Pvt Ltd (Noida),10000,98,801YY,LD Lamination,Titan,LD,Anand Durgapur Polytrade,10000,97
5118,13--02--2021,Radiant Polymers Automotive Components (Agra),12000,97,0155D,HD MBM,HMEL,HD,"Lianhua Plastics Co., Ltd. (Shanghai, China)",12000,95
5119,13--02--2021,Agra Vindhya Sports Goods Pvt Ltd,14000,97,FB3003,LD Heavy Duty,Lotrene,LD,Urban Polychem (Jodhpur),14000,96
5120,13--02--2021,Coimbatore Aristo Adhesives Pvt Ltd,10000,97,E24065,LL Lamination,RIL,LL,"Huaxin Polychem Co., Ltd. (Tianjin, China)",10000,95
5121,13--02--2021,Sigma Polymers Furniture (Indore),13000,99,HY035R,PP Lamination,MRPL,PP,Mahadev Bengaluru Chemplast,13000,98
5122,13--02--2021,Capital Polymers Furniture (Thane),9000,97,6230,LD 2 Mfi Non-Slip,Borough,LD,Core Udaipur Commodities,9000,94
5123,13--02--2021,Crescent Exim (Mangaluru),16000,98,1018MK,LLM 1 Mfi Non-Slip,Exxon,LL,Ganga Chemplast (Surat),16000,95
5124,13--02--2021,Devika Polymers Coatings (Jalandhar),6000,92,Y50,PP Raffia,Gail,PP,"BlueCrane Petrochem Corp. (Ningbo, China)",6000,89
5125,14--02--2021,Arham Exim,11000,100,Y35GR1,PP Lamination,HMEL,PP,Aravali Noida Trading Co.,11000,97
5126,14--02--2021,Anand Commodities (Mysuru),14000,96,Grade 1,PP Moulding,Basell,PP,Mumbai Pacific Polymer Traders,14000,94
5127,14--02--2021,Devika Footwear Pvt Ltd (Silvassa),12000,96,MI45,ABS,Bhansali Engineering,ABS,"GreatWall Plastics Co., Ltd. (Shanghai, China)",12000,94
5128,14--02--2021,Nagpur Millennium Textiles Pvt Ltd,10000,99,5000W,ABS,Taita,ABS,"Pearl Coast Exim DMCC (Dubai, UAE)",10000,97
5129,14--02--2021,Rajhans Polymers Coatings (Delhi),11000,100,J1020FF20,LD 2 Mfi Non-Slip,RIL,LD,Tirupati Polytrade,11000,98
5130,14--02--2021,Urban Automotive Components Pvt Ltd (Howrah),12000,99,5502BN,HD Blow Moulding,Marlex,HD,Anand Poly Hub,12000,98
5131,14--02--2021,Capital Polymers Films & Sheets (Hyderabad),11000,100,H350C,PP Moulding (38 Mfi),RIL,PP,Infinity Polymart (Meerut),11000,99
5132,14--02--2021,Siddhi Polymers Housewares (Kanpur),16000,105,F2001S,LL 1 Mfi Slip,Opal,LL,Vadodara Urban Poly Solutions,16000,104
5133,14--02--2021,Mangaluru Orbit Footwear Pvt Ltd,10000,94,H200IG,PP Moulding (20 Mfi),Nayara,PP,Neelkanth Poly Hub (Panipat),10000,91
5134,14--02--2021,Zenith Polymers Stationery (Haridwar),12000,105,HTA001,HD Film,Exxon,HD,Kanha Exim,12000,102
5135,14--02--2021,Infinity Ahmedabad Consumer Products Pvt Ltd,7000,99,TR144,HD HM,Marlex / Lotrene,HM,"Lianhua Plastics Co., Ltd. (Shanghai, China)",7000,97
5136,15--02--2021,Vertex Moulders Pvt Ltd (Jodhpur),12000,97,HNR100,PP Moulding,Sasol,PP,Surat Ganga Exim,12000,96
5137,15--02--2021,Neelkanth Buildtech Pvt Ltd (Hyderabad),10000,98,2380M,PP Moulding (7 Mfi),Luban,PP,Velocity Trading Co.,10000,95
5138,15--02--2021,Kaveri Gurugram Petrochem,10000,103,Marlex 030,PP Raffia,Marlex,PP,"Desert Dunes Petrochem DMCC (Dubai, UAE)",10000,100
5139,15--02--2021,Vertex 3D Printing Pvt Ltd (Nashik),14000,101,0155D,HD MBM,HMEL,HD,Mangalam Poly Solutions,14000,98
5140,15--02--2021,Kaveri Polymers Automotive Components (Chennai),11000,95,1030RG,PP Raffia,IOCL,PP,Sigma Chemplast,11000,93
5141,15--02--2021,Umiya Faridabad Footwear Pvt Ltd,16000,99,R0150S,HD Raffia,HMEL,HD,Zenith Udaipur Exim,16000,97
5142,15--02--2021,Matrix Polymers Cables (Mumbai),13000,100,5032,PP Raffia,Exxon,PP,Anand Poly Hub,13000,99
5143,15--02--2021,Silvassa Stride 3D Printing Pvt Ltd,12000,101,118WM,LL 1 Mfi Slip,Sabic Malaysia,LL,"Pearl Coast Polymers LLC (Dubai, UAE)",12000,100
5144,15--02--2021,Agra Vindhya Sports Goods Pvt Ltd,6000,98,B55H02,HD Blow Moulding,Opal,HD,"Jinlong Petrochem Corp. (Ningbo, China)",6000,96
5145,15--02--2021,Kochi Stellar Textiles Pvt Ltd,12000,98,SRX100,PPCP,RIL,PP,Rajhans Silvassa Commodities,12000,96
5146,15--02--2021,Zenith Polymers Automotive Components (Noida),14000,97,HF010,PP TQ,MRPL,PP,Mangalam Polytrade (Ludhiana),14000,95
5147,15--02--2021,Zenith Polymers Automotive Components (Noida),12000,93,R0150S,HD Raffia,HMEL,HD,Kanpur Sunrise Polymers,12000,92
5148,15--02--2021,Meerut Krishna 3D Printing Pvt Ltd,15000,101,5410,HD Raffia,Opal,HD,"Jinlong Petrochem Corp. (Ningbo, China)",15000,98
5149,15--02--2021,Pristine Mangaluru Industrials Pvt Ltd,9000,97,2221D,LD Heavy Duty,Basell,LD,Kanpur Sunrise Polymers,9000,95
5150,16--02--2021,Paramount Polymers Stationery (Pune),17000,100,F18S,LL 1 Mfi Slip,Gail,LL,Siddhi Aurangabad Petrochem,17000,98
5151,16--02--2021,Ganga Polymers Pipes & Fittings (Surat),10000,96,50100,HD MBM,Marlex / Lotrene,HD,Dynamic Polytrade,10000,93
5152,16--02--2021,Omkar Medical Devices Pvt Ltd (Vapi),13000,98,36RA045,LL Roto Moulding,RIL,LL,"GoldRiver Materials Trading Co. (Tianjin, China)",13000,95
5153,16--02--2021,Vapi Nexus Housewares Pvt Ltd,7000,97,LD 0474,LD GP,Lotrene,LD,Allied Trading Co.,7000,96
5154,16--02--2021,Navi Mumbai Unity Renewables Pvt Ltd,10000,98,Grade 1,PP Moulding,Basell,PP,Sunbeam Ghaziabad Petrochem,10000,96
5155,16--02--2021,Capital Aurangabad Packagers Pvt Ltd,6000,98,2106N,PP Moulding (12 Mfi),Luban,PP,Cityline Trading Co.,6000,96
5156,16--02--2021,Panipat Sunbeam Polychemicals,11000,92,1400MN,PP Moulding (40 Mfi),IOCL,PP,Aristo Commodities (Agra),11000,90
5157,16--02--2021,Momentum Footwear Pvt Ltd (Delhi),10000,102,T3804,LL Roto Moulding,Opal,LL,"Huanxin Petrochem Corp. (Xiamen, China)",10000,100
5158,16--02--2021,Paramount Polymers Medical Devices (Meerut),10000,95,1070LA17,LD Lamination,RIL,LD,Kolkata Dynamic Chemplast,10000,93
5159,16--02--2021,Pristine Vadodara Impex,6000,98,861N,GPPS,Taita,GPPS,Sigma Mysuru Commodities,6000,96
5160,16--02--2021,Sunrise Textiles Pvt Ltd (Kolkata),7000,92,Marlex 030,PP Raffia,Marlex,PP,"Palm Vista Polymers LLC (Dubai, UAE)",7000,89
5161,16--02--2021,Paramount Polymers Stationery (Pune),16000,100,SC206,GPPS,Supreme,GPPS,"Huanxin Petrochem Corp. (Xiamen, China)",16000,97
5162,16--02--2021,Kolkata Core Toys Pvt Ltd,13000,96,1018MK,LLM 1 Mfi Non-Slip,Exxon,LL,"Jumeirah Crest Trading DMCC (Dubai, UAE)",13000,95
5163,17--02--2021,Vapi Nexus Housewares Pvt Ltd,12000,98,1060MG,PP Moulding (6 Mfi),IOCL,PP,"SilverPanda Materials Trading Co. (Qingdao, China)",12000,96
5164,17--02--2021,Silvassa Stride 3D Printing Pvt Ltd,11000,102,FC21HS,LL 1 Mfi Slip,Qamar,LL,Prime Secunderabad Polymart,11000,99
5165,17--02--2021,Tapti Footwear Pvt Ltd (Indore),10000,103,52GB003,HD Blow Moulding,RIL,HD,Noida Mahadev Polymart,10000,102
5166,17--02--2021,Siddhi Polymers Recyclers (Mangaluru),10000,102,ABS 920,ABS,Styrenics / Stryolution / BASF,ABS,"GoldRiver Materials Trading Co. (Tianjin, China)",10000,99
5167,17--02--2021,Galaxy Polymers Medical Devices (Gurugram),14000,97,52B18,HD Injection Moulding,BPC,HD,Tapti Kanpur Polychemicals,14000,94
5168,17--02--2021,Sunrise Textiles Pvt Ltd (Kolkata),10000,96,LD002,LD Heavy Duty,RIL,LD,Infinity Poly Solutions,10000,94
5169,17--02--2021,Beacon WaterTech Pvt Ltd (Vapi),19000,99,2100N,PP Moulding (12 Mfi),Luban,PP,Navneet Polychemicals (Pithampur),19000,97
5170,17--02--2021,Siddhi Polymers Recyclers (Mangaluru),11000,99,2119,LD 2 Mfi Non-Slip,Sasol,LD,"Sandshell Trading DMCC (Dubai, UAE)",11000,97
5171,17--02--2021,Siddhi Polymers Housewares (Kanpur),9000,93,LB7000,LD Lamination,LG,LD,"Jinlong Petrochem Corp. (Ningbo, China)",9000,91
5172,17--02--2021,Neelkanth Medical Devices Pvt Ltd (Nashik),7000,102,B56003,HD Blow Moulding,RIL,HD,Vindhya Petrochem,7000,101
5173,17--02--2021,Navkar Gurugram Medical Devices Pvt Ltd,9000,97,RH03,PP Raffia,Opal,PP,Beacon Cuttack Poly Hub,9000,95
5174,18--02--2021,Ankleshwar Prime Housewares Pvt Ltd,12000,99,F18S,LL 1 Mfi Slip,Gail,LL,Narmada Chemplast,12000,97
5175,18--02--2021,Vertex Moulders Pvt Ltd (Jodhpur),10000,97,456J,PP Raffia,Basell,PP,"Sandshell Trading DMCC (Dubai, UAE)",10000,94
5176,18--02--2021,Coimbatore Aristo Adhesives Pvt Ltd,14000,97,1925,LL 2 Mfi Slip,Tasnee,LL,"Shengda Materials Trading Co. (Ningbo, China)",14000,96
5177,18--02--2021,Vector Vapi Toys Pvt Ltd,10000,99,020F18A,LL 2 Mfi Non-Slip,Opal,LL,Pacific Impex (Lucknow),10000,98
5178,18--02--2021,Bluewave Ankleshwar Electronics Pvt Ltd,13000,90,4024ZN,LD GP,Sabic,LD,"Jinlong Petrochem Corp. (Ningbo, China)",13000,89
5179,18--02--2021,Mangalam Polymers 3D Printing (Durgapur),11000,104,2427K,LD GP,Basell,LD,"SilverPanda Materials Trading Co. (Qingdao, China)",11000,101
5180,18--02--2021,Capital Bhiwandi Appliances Pvt Ltd,10000,110,SC203TR,GPPS,Supreme,GPPS,"Jumeirah Crest Trading DMCC (Dubai, UAE)",10000,107
5181,18--02--2021,Rajhans Silvassa Commodities,6000,102,FH10S,PP TQ,Opal,PP,Sai Lucknow Polymer Traders,6000,99
5182,18--02--2021,Core Polymers Textiles (Noida),7000,98,F10SR,PP TQ,HMEL,PP,Surat Ganga Exim,7000,97
5183,18--02--2021,Urban Faridabad Medical Devices Pvt Ltd,10000,99,6095,HD HM,Luban,HM,"Jumeirah Crest Trading DMCC (Dubai, UAE)",10000,96
5184,18--02--2021,Hiral Polychem (Durgapur),11000,99,1200MC,PP Moulding (20 Mfi),IOCL,PP,Mahadev Commodities (Howrah),11000,96
5185,18--02--2021,Panipat Sunbeam Polychemicals,8000,100,HNR100,PP Moulding,Sasol,PP,Zenith Udaipur Exim,8000,97
5186,18--02--2021,Gurugram Sunrise Industrials Pvt Ltd,6000,96,010F18S,LL 1 Mfi Slip,Opal,LL,"Huanxin Petrochem Corp. (Xiamen, China)",6000,95
5187,18--02--2021,Beacon Recyclers Pvt Ltd (Vasai),12000,99,F0050D,HD HM,HMEL,HM,Cityline Poly Solutions,12000,96
5188,19--02--2021,Greentech Polymers Agro Plast (Ahmedabad),18000,107,F0146D,HD Film,HMEL,HD,"Jumeirah Crest Petrochem DMCC (Dubai, UAE)",18000,105
5189,19--02--2021,Rajhans Mysuru Furniture Pvt Ltd,13000,97,1350EG,PP Extrusion (35 Mfi),IOCL,PP,"Huaxin Polychem Co., Ltd. (Tianjin, China)",13000,96
5190,19--02--2021,Omkar Furniture Pvt Ltd (Thane),11000,102,100ey,PP TQ,RIL,PP,"Pearl Coast Polymers LLC (Dubai, UAE)",11000,99
5191,19--02--2021,Sigma Polymers Furniture (Indore),9000,97,Lotrene 0270,LD 2 Mfi Slip,Lotrene,LD,Dynamic Polymart (Indore),9000,95
5192,19--02--2021,Kaveri Polymers Automotive Components (Chennai),6000,96,GRPLON30GF,30% Glass Filled Nylon,GRP,Nylon,"SilverPanda Materials Trading Co. (Qingdao, China)",6000,93
5193,19--02--2021,Matrix 3D Printing Pvt Ltd (Pithampur),14000,95,NH120IG,PP Moulding NP (20 Mfi),Nayara,PP,Pacific Impex (Lucknow),14000,94
5194,19--02--2021,Navkar Mangaluru Buildtech Pvt Ltd,7000,101,L705,LD Lamination,Sumitomo,LD,"Palm Vista Polymers LLC (Dubai, UAE)",7000,99
5195,19--02--2021,Crystal Thane Packagers Pvt Ltd,8000,102,H200IG,PP Moulding (20 Mfi),Nayara,PP,"GreatWall Plastics Co., Ltd. (Shanghai, China)",8000,101
5196,19--02--2021,Vector Moulders Pvt Ltd (Daman),10000,100,DF50,HD HM,IOCL,HM,Haridwar Galaxy Polymart,10000,97
5197,19--02--2021,Crescent Exim (Mangaluru),13000,98,F0120L,LL 1 Mfi Slip,HMEL,LL,Umiya Petrochem (Gurugram),13000,96
5198,19--02--2021,Stride Industrials Pvt Ltd (Jaipur),11000,91,SC201LV,GPPS,Supreme,GPPS,"GoldRiver Materials Trading Co. (Tianjin, China)",11000,90
5199,20--02--2021,Pioneer Polymers Housewares (Mangaluru),7000,99,JF19010,LL 1 Mfi Slip,RIL,LL,Haridwar Galaxy Polymart,7000,98
5200,20--02--2021,Mangalam Navi Mumbai Electricals Pvt Ltd,15000,100,631CF,PP TQ,Borough,PP,"Jumeirah Crest Petrochem DMCC (Dubai, UAE)",15000,98
5201,20--02--2021,Omkar Furniture Pvt Ltd (Thane),6000,94,Q1018H,LL 1 Mfi Slip,Lotrene,LL,Dynamic Jaipur Poly Solutions,6000,92
5202,20--02--2021,Sahyadri Indore Coatings Pvt Ltd,6000,98,1030MG,PP Moulding (3 Mfi),IOCL,PP,Vadodara Urban Poly Solutions,6000,97
5203,20--02--2021,Ganga Pharma Packaging Pvt Ltd (Surat),15000,104,F19010,LL 1 Mfi Slip,RIL,LL,Stellar Polychemicals (Daman),15000,101
5204,20--02--2021,Sunbeam Polymers Electronics (Bhiwandi),14000,94,M307,PP Moulding (7 Mfi),Haldia,PP,"BlueCrane Petrochem Corp. (Ningbo, China)",14000,92
5205,20--02--2021,Narmada Buildtech Pvt Ltd (Noida),14000,99,H030TN,PP Thermoforming,Nayara,PP,Ankleshwar Godavari Plastics,14000,96
5206,20--02--2021,Momentum Kanpur Housewares Pvt Ltd,11000,109,F2001S,LL 1 Mfi Slip,Opal,LL,Aravali Trading Co.,11000,107
5207,20--02--2021,Arham Polymers Pipes & Fittings (Ankleshwar),13000,99,H110QS,PP TQ,Nayara,PP,Orbit Poly Hub,13000,97
5208,20--02--2021,Sigma Polymers Furniture (Indore),13000,106,FE3000,LD Heavy Duty,Lotrene,LD,"Desert Dunes Petrochem DMCC (Dubai, UAE)",13000,103
5209,20--02--2021,Capital Furniture Pvt Ltd (Hyderabad),12000,94,SC201LV,GPPS,Supreme,GPPS,Paramount Commodities,12000,92
5210,20--02--2021,Millennium Polymers Sports Goods (Dahej),7000,102,SC203EL,GPPS,Supreme,GPPS,"DragonGate Materials Trading Co. (Shanghai, China)",7000,99
5211,21--02--2021,Millennium Polymers Sports Goods (Dahej),10000,98,1820,LL 2 Mfi Non-Slip,Basell,LL,Ankleshwar Godavari Plastics,10000,95
5212,21--02--2021,Chennai Aravali Sports Goods Pvt Ltd,8000,102,JF19010,LL 1 Mfi Slip,RIL,LL,Faridabad Siddhi Polymer Traders,8000,99
5213,21--02--2021,Agra Vindhya Sports Goods Pvt Ltd,6000,96,1018MK,LLM 1 Mfi Non-Slip,Exxon,LL,Vadodara Infinity Commodities,6000,93
5214,21--02--2021,Mangalam Navi Mumbai Electricals Pvt Ltd,14000,99,5000W,ABS,Taita,ABS,Navneet Polychemicals (Pithampur),14000,96
5215,21--02--2021,Anand Polymers Textiles (Pune),6000,104,HR003,PP Raffia,MRPL,PP,"GoldRiver Materials Trading Co. (Tianjin, China)",6000,102
5216,21--02--2021,Sigma Polychemicals (Meerut),12000,95,6095,HD HM,Luban,HM,Thane Aristo Poly Hub,12000,94
5217,21--02--2021,Urban Faridabad Medical Devices Pvt Ltd,9000,108,JF19010,LL 1 Mfi Slip,RIL,LL,Metro Exim (Tiruppur),9000,106
5218,21--02--2021,Heritage Polymers WaterTech (Durgapur),7000,106,SH300,HIPS,Supreme,HIPS,"DragonGate Materials Trading Co. (Shanghai, China)",7000,104
5219,21--02--2021,Mangalam Navi Mumbai Electricals Pvt Ltd,9000,107,E45,HD Film,Gail,HD,"Shengda Materials Trading Co. (Ningbo, China)",9000,105
5220,21--02--2021,Infinity Polymers 3D Printing (Mangaluru),16000,98,801YY,LD Lamination,Titan,LD,Aristo Jaipur Polychem,16000,95
5221,22--02--2021,Mahadev Lucknow Agro Plast Pvt Ltd,9000,103,NH120IG,PP Moulding NP (20 Mfi),Nayara,PP,Vadodara Godavari Exim,9000,100
5222,22--02--2021,Navneet Daman Adhesives Pvt Ltd,15000,93,012T,PP Moulding (12 Mfi),MRPL,PP,Aravali Trading Co.,15000,90
5223,22--02--2021,Navkar Mangaluru Buildtech Pvt Ltd,11000,95,HC116FB,PP Raffia,Borough,PP,Navneet Polychemicals (Pithampur),11000,93
5224,22--02--2021,Narmada Buildtech Pvt Ltd (Noida),7000,96,NH120IG,PP Moulding NP (20 Mfi),Nayara,PP,"Sandshell Trading DMCC (Dubai, UAE)",7000,95
5225,22--02--2021,Panipat Sunbeam Polychemicals,15000,96,222NP,PP Moulding (12 Mfi),Borough,PP,Dynamic Jaipur Poly Solutions,15000,93
5226,22--02--2021,Navi Mumbai Unity Renewables Pvt Ltd,8000,97,1030MG,PP Moulding (3 Mfi),IOCL,PP,Reliable Plastics,8000,96
5227,22--02--2021,Anand Polymers Textiles (Pune),16000,95,F18010,LL 1 Mfi Non-Slip,RIL,LL,Agra Sunbeam Plastics,16000,94
5228,22--02--2021,Daman Umiya Agro Plast Pvt Ltd,6000,98,B52A003,HD Blow Moulding,Gail,HD,Mahadev Bengaluru Chemplast,6000,97
5229,22--02--2021,Mahadev Ahmedabad Electronics Pvt Ltd,8000,104,420MO,PPCP,Borough,PP,Rajhans Polychemicals,8000,101
5230,22--02--2021,Navkar Bhiwandi Electricals Pvt Ltd,11000,102,LDU8918,LD Lamination,Tricolene,LD,Navneet Polychemicals (Pithampur),11000,100
5231,22--02--2021,Pristine Vadodara Impex,8000,90,2103,LD Heavy Duty,Sasol,LD,Sahyadri Polymer Traders,8000,89
5232,22--02--2021,Reliable Delhi Adhesives Pvt Ltd,9000,90,B56003,HD Blow Moulding,RIL,HD,Urban Polymart,9000,89
5233,22--02--2021,Sigma Polymers Furniture (Indore),14000,102,7050,LL 2 Mfi Slip,Luban,LL,"BlueCrane Petrochem Corp. (Ningbo, China)",14000,101
5234,22--02--2021,Navkar Bhiwandi Electricals Pvt Ltd,9000,99,F19010,LL 1 Mfi Slip,RIL,LL,Core Udaipur Commodities,9000,97
5235,22--02--2021,Paramount Polymers Stationery (Pune),7000,99,H110QS,PP TQ,Nayara,PP,"Huanxin Petrochem Corp. (Xiamen, China)",7000,97
5236,23--02--2021,Indore Crescent Adhesives Pvt Ltd,17000,97,HNR100,PP Moulding,Sasol,PP,"Marina Gate Polymers LLC (Dubai, UAE)",17000,95
5237,23--02--2021,Meerut Krishna 3D Printing Pvt Ltd,6000,98,TR144,HD HM,Marlex / Lotrene,HM,"Jumeirah Crest Petrochem DMCC (Dubai, UAE)",6000,96
5238,23--02--2021,Dynamic Polymart (Indore),10000,99,HM120A,PP Moulding,HPCL,PP,Rajhans Polychemicals,10000,97
5239,23--02--2021,Navkar Mangaluru Buildtech Pvt Ltd,12000,97,B6003,HD Blow Moulding,Opal,HD,"Palm Vista Polymers LLC (Dubai, UAE)",12000,96
5240,23--02--2021,Pristine Vadodara Impex,10000,91,52B18,HD Injection Moulding,BPC,HD,Thane Aristo Poly Hub,10000,90
5241,23--02--2021,Omkar Medical Devices Pvt Ltd (Vapi),17000,91,hkr102,PP Raffia,Sabic,PP,Shakti Kandla Commodities,17000,88
