SrNo,Date,Sale Party,Quantity Sold,Sale Rate,Product,Grade,Company,Specific Grade,Purchase Party,Quantity Purchased,Purchase Rate
20362,2024-06-22,Sunrise Kolkata Consumer Products Pvt Ltd,11000,119,1100N,PP Moulding (12 Mfi),AAPC,PP,"Pearl Coast Polymers LLC (Dubai, UAE)",11000,118
20363,2024-06-22,Mumbai Allied Buildtech Pvt Ltd,11000,116,012T,PP Moulding (12 Mfi),MRPL,PP,Galaxy Chemplast (Mysuru),11000,115
20364,2024-06-22,Navkar Gurugram Medical Devices Pvt Ltd,18000,116,1110MG,PP Moulding (11 Mfi),IOCL,PP,Ganga Chemplast (Surat),18000,114
20365,2024-06-22,Gurugram Tapti Consumer Products Pvt Ltd,8000,119,HD150W,ABS,Lotte,ABS,Rajhans Silvassa Commodities,8000,118
20366,2024-06-22,Aravali Chennai Toys Pvt Ltd,14000,119,M307,PP Moulding (7 Mfi),Haldia,PP,Stellar Polychemicals (Daman),14000,118
20367,2024-06-22,Prime Coatings Pvt Ltd (Panipat),18000,119,5000W,ABS,Taita,ABS,Core Udaipur Commodities,18000,117
20368,2024-06-22,Arham Exim,15000,126,2427F,LD Milk Pouch,Basell,LD,Shubham Impex,15000,124
20369,2024-06-22,Pristine Vadodara Impex,11000,115,SRM100,PPCP,RIL,PP,Aristo Jaipur Polychem,11000,112
20370,2024-06-22,Pristine Polymers Renewables (Bhubaneswar),13000,112,LB7000,LD Lamination,LG,LD,Matrix Mumbai Exim,13000,110
20371,2024-06-22,Heritage Adhesives Pvt Ltd (Nashik),19000,119,JF19010,LL 1 Mfi Slip,RIL,LL,Kanha Faridabad Polymer Traders,19000,117
20372,2024-06-22,Nagpur Vindhya Packaging Pvt Ltd,10000,124,Lotrene 0270,LD 2 Mfi Slip,Lotrene,LD,Infinity Petrochem (Indore),10000,121
20373,2024-06-22,Sai Lucknow Polymer Traders,9000,117,420MO,PPCP,Borough,PP,Agra Sunbeam Plastics,9000,116
20374,2024-06-22,Heritage Polymers WaterTech (Durgapur),14000,123,7019EC,LD Lamination,Sabic,LD,Neelkanth Petrochem (Ankleshwar),14000,122
20375,2024-06-22,Crescent Polymers Housewares (Faridabad),15000,121,568MO,PPCP,Borough,PP,Sunbeam Udaipur Plastics,15000,118
20376,2024-06-23,Silvassa Momentum Textiles Pvt Ltd,13000,119,4024WN,LD GP,Sabic,LD,Mahadev Commodities (Howrah),13000,117
20377,2024-06-23,Siddhi Polymers Recyclers (Mangaluru),11000,117,010F18S,LL 1 Mfi Slip,Opal,LL,"Jinlong Petrochem Corp. (Ningbo, China)",11000,115
20378,2024-06-23,Gurugram Tapti Consumer Products Pvt Ltd,13000,118,1200MC,PP Moulding (20 Mfi),IOCL,PP,"Pearl Coast Exim DMCC (Dubai, UAE)",13000,117
20379,2024-06-23,Meerut Prime Appliances Pvt Ltd,15000,115,2427H,LD 2 Mfi Slip,Basell,LD,Sunbeam Udaipur Plastics,15000,112
20380,2024-06-23,Devika Panipat Stationery Pvt Ltd,9000,113,4025ZN,LD GP,Sabic,LD,"Sandshell Trading DMCC (Dubai, UAE)",9000,110
20381,2024-06-23,Anand Commodities (Mysuru),8000,114,NH120IG,PP Moulding NP (20 Mfi),Nayara,PP,Infinity Poly Solutions,8000,113
20382,2024-06-23,Beacon Vadodara Coatings Pvt Ltd,16000,118,568MO,PPCP,Borough,PP,Meerut Umiya Polytrade,16000,116
20383,2024-06-23,Greentech Polymers Agro Plast (Ahmedabad),17000,117,SH450,HIPS,Supreme,HIPS,Zenith Polymers (Ghaziabad),17000,115
20384,2024-06-23,Momentum Footwear Pvt Ltd (Delhi),15000,121,GRPLON30GF,30% Glass Filled Nylon,GRP,Nylon,Dahej Aristo Polymart,15000,120
20385,2024-06-23,Momentum Footwear Pvt Ltd (Delhi),11000,116,Marlex 030,PP Raffia,Marlex,PP,Shubham Impex,11000,114
20386,2024-06-23,Zenith Polymers Automotive Components (Noida),8000,123,6095,HD HM,Luban,HM,Heritage Kochi Plastics,8000,121
20387,2024-06-23,Triveni Petrochem,11000,123,I56a200,HD Injection Moulding,Gail,HD,Pune Omkar Polymers,11000,122
20388,2024-06-24,Konark Footwear Pvt Ltd (Pithampur),9000,117,7042,LL 2 Mfi Non-Slip,Luban,LL,Anand Poly Hub,9000,114
20389,2024-06-24,Matrix Polymers Cables (Mumbai),19000,119,2427F,LD Milk Pouch,Basell,LD,Sai Lucknow Polymer Traders,19000,117
20390,2024-06-24,Gurugram Neelkanth Trading Co.,9000,116,012T,PP Moulding (12 Mfi),MRPL,PP,Urban Polychem (Jodhpur),9000,115
20391,2024-06-24,Bluewave Ankleshwar Electronics Pvt Ltd,13000,119,1200MC,PP Moulding (20 Mfi),IOCL,PP,Sigma Chemplast,13000,116
20392,2024-06-24,Kanpur Sunrise Polymers,18000,114,B52A003,HD Blow Moulding,Gail,HD,Noida Mahadev Polymart,18000,113
20393,2024-06-24,Siddhi Polymers Recyclers (Mangaluru),13000,120,5000W,ABS,Taita,ABS,Tapti Kochi Petrochem,13000,119
20394,2024-06-24,Mahadev Ahmedabad Electronics Pvt Ltd,17000,121,SRM100,PPCP,RIL,PP,"Pearl Coast Exim DMCC (Dubai, UAE)",17000,120
20395,2024-06-24,Umiya Faridabad Footwear Pvt Ltd,18000,112,5831D,HD Blow Moulding,Basell,HD,"Shengda Materials Trading Co. (Ningbo, China)",18000,111
20396,2024-06-24,Agra Vindhya Sports Goods Pvt Ltd,11000,123,H120IG,PP Moulding (12 Mfi),Nayara,PP,"Desert Dunes Petrochem DMCC (Dubai, UAE)",11000,121
20397,2024-06-24,Konark Footwear Pvt Ltd (Pithampur),9000,121,1810T,LL 1 Mfi Slip,Basell,LL,Aristo Jaipur Polychem,9000,120
20398,2024-06-24,Arham Exim,13000,118,1200YG,PP Thermoforming (20 Mfi),IOCL,PP,Sigma Mysuru Commodities,13000,117
20399,2024-06-24,Gurugram Tapti Consumer Products Pvt Ltd,15000,117,2103,LD Heavy Duty,Sasol,LD,Kanha Exim,15000,115
20400,2024-06-25,Hiral Electronics Pvt Ltd (Haridwar),9000,121,SC203TR,GPPS,Supreme,GPPS,Pioneer Polytrade (Meerut),9000,118
20401,2024-06-25,Sigma Polymers Furniture (Indore),13000,123,PP 500,PP Raffia,Sabic,PP,Arham Exim,13000,120
20402,2024-06-25,Jodhpur Mangalam Packagers Pvt Ltd,15000,116,E0725L,LL Lamination,HMEL,LL,Mahadev Commodities (Howrah),15000,113
20403,2024-06-25,Urban Faridabad Medical Devices Pvt Ltd,16000,122,SH450,HIPS,Supreme,HIPS,Dahej Aristo Polymart,16000,119
20404,2024-06-25,Bengaluru Godavari Automotive Components Pvt Ltd,16000,120,7087,LL 1 Mfi Slip,Equate,LL,Dahej Core Polymers,16000,117
20405,2024-06-25,Silvassa Stride 3D Printing Pvt Ltd,11000,116,F18010,LL 1 Mfi Non-Slip,RIL,LL,Allied Polychemicals,11000,114
20406,2024-06-25,Heritage Polymers WaterTech (Durgapur),18000,119,1350EG,PP Extrusion (35 Mfi),IOCL,PP,Urban Polymart,18000,117
20407,2024-06-25,Galaxy Polymers Medical Devices (Gurugram),15000,123,180M50,HD Injection Moulding,IOCL,HD,"BlueCrane Petrochem Corp. (Ningbo, China)",15000,121
20408,2024-06-25,Navkar Gurugram Medical Devices Pvt Ltd,14000,120,FC21HN,LL 2 Mfi Slip,Qamar,LL,Navneet Polychemicals (Pithampur),14000,119
20409,2024-06-25,Core Polymers Textiles (Noida),11000,110,F18S,LL 1 Mfi Slip,Gail,LL,Anand Durgapur Polytrade,11000,109
20410,2024-06-26,Noida Mahadev Polymart,13000,116,2420E02,LD 2 Mfi Non-Slip,BPC,LL,Umiya Petrochem (Gurugram),13000,113
20411,2024-06-26,Gurugram Tapti Consumer Products Pvt Ltd,11000,121,851,HD HM,Sabic,HM,Tapti Kochi Petrochem,11000,120
20412,2024-06-26,Sahyadri Indore Coatings Pvt Ltd,13000,116,1030RG,PP Raffia,IOCL,PP,Kaveri Gurugram Petrochem,13000,115
20413,2024-06-26,Prime Polymers Textiles (Mangaluru),14000,118,M12RR,PP Moulding (12 Mfi),HMEL,PP,Dynamic Petrochem,14000,117
20414,2024-06-26,Prime Renewables Pvt Ltd (Meerut),19000,122,2106N,PP Moulding (12 Mfi),Luban,PP,Cityline Poly Solutions,19000,119
20415,2024-06-26,Kochi Stellar Textiles Pvt Ltd,14000,122,F0146D,HD Film,HMEL,HD,"Palm Vista Trading DMCC (Dubai, UAE)",14000,121
20416,2024-06-26,Crescent Exim (Mangaluru),9000,118,2221D,LD Heavy Duty,Basell,LD,Orbit Poly Hub,9000,117
20417,2024-06-26,Agra Vindhya Sports Goods Pvt Ltd,15000,114,HR003,PP Raffia,MRPL,PP,Greentech Polytrade (Kochi),15000,113
20418,2024-06-26,Hiral Electronics Pvt Ltd (Haridwar),13000,117,F02020,LL 2 Mfi Non-Slip,HPCL,LL,Navneet Vasai Polymer Traders,13000,115
20419,2024-06-26,Vector Vapi Toys Pvt Ltd,9000,112,1881,HD HM,Titan,HM,"Jumeirah Crest Petrochem DMCC (Dubai, UAE)",9000,110
20420,2024-06-26,Panipat Sunbeam Polychemicals,13000,120,E45,HD Film,Gail,HD,Reliable Polytrade,13000,117
20421,2024-06-26,Urban Sports Goods Pvt Ltd (Bengaluru),13000,122,2047A,LD GP,Sasol,LD,Galaxy Chemplast (Mysuru),13000,121
20422,2024-06-27,Kanpur Sunrise Polymers,6000,114,BL3,HD Blow Moulding,Iran,HD,"Huanxin Petrochem Corp. (Xiamen, China)",6000,112
20423,2024-06-27,Aristo Ludhiana Stationery Pvt Ltd,14000,119,5018L,LL Roto Moulding,HMEL,LL,"Shengda Materials Trading Co. (Ningbo, China)",14000,117
20424,2024-06-27,Omkar Furniture Pvt Ltd (Thane),12000,117,EX5,HD HM,Iran,HM,"Huaxin Polychem Co., Ltd. (Tianjin, China)",12000,114
20425,2024-06-27,Vapi Nexus Housewares Pvt Ltd,12000,121,1810T,LL 1 Mfi Slip,Basell,LL,Metro Polychemicals,12000,119
20426,2024-06-27,Vertex 3D Printing Pvt Ltd (Nashik),10000,112,218NJ,LL 2 Mfi Non-Slip,Sabic,LL,Kandla Crystal Plastics,10000,111
20427,2024-06-27,Greentech Polymers Agro Plast (Ahmedabad),11000,119,NH120IG,PP Moulding NP (20 Mfi),Nayara,PP,"Marina Gate Polymers LLC (Dubai, UAE)",11000,117
20428,2024-06-27,Omkar Furniture Pvt Ltd (Thane),11000,126,Q1018H,LL 1 Mfi Slip,Lotrene,LL,Pioneer Polytrade (Meerut),11000,124
20429,2024-06-27,Lucknow Godavari Moulders Pvt Ltd,15000,119,851,HD HM,Sabic,HM,Navneet Trading Co.,15000,117
20430,2024-06-27,Agra Vindhya Sports Goods Pvt Ltd,19000,122,100ey,PP TQ,RIL,PP,Vindhya Petrochem,19000,120
20431,2024-06-27,Heritage Polymers WaterTech (Durgapur),16000,115,W20,PP Raffia,Gail,PP,Navneet Vasai Polymer Traders,16000,112
20432,2024-06-27,Pristine Polymers Renewables (Bhubaneswar),13000,115,2380M,PP Moulding (7 Mfi),Luban,PP,"Huanxin Petrochem Corp. (Xiamen, China)",13000,114
20433,2024-06-27,Core Polymers Textiles (Noida),9000,109,HR033,PP Raffia,HPCL,PP,Sunbeam Udaipur Plastics,9000,107
20434,2024-06-27,Bluewave Adhesives Pvt Ltd (Silvassa),13000,118,E0725L,LL Lamination,HMEL,LL,Navneet Vasai Polymer Traders,13000,117
20435,2024-06-28,Paramount Polymers Medical Devices (Meerut),9000,121,F0118L,LL 1 Mfi Non-Slip,HMEL,LL,"GreatWall Plastics Co., Ltd. (Shanghai, China)",9000,120
20436,2024-06-28,Navkar Bhiwandi Electricals Pvt Ltd,14000,119,LB7000,LD Lamination,LG,LD,Sigma Polychemicals (Meerut),14000,118
20437,2024-06-28,Galaxy Surat Polychemicals,17000,113,851,HD HM,Sabic,HM,"Marina Gate Polymers LLC (Dubai, UAE)",17000,112
20438,2024-06-28,Silvassa Momentum Textiles Pvt Ltd,12000,123,LD 5026,LD Milk Pouch,Lotrene,LD,Kandla Crystal Plastics,12000,121
20439,2024-06-28,Meerut Krishna 3D Printing Pvt Ltd,15000,122,1110MAS,PP Moulding (11 Mfi),IOCL,PP,"Jinlong Petrochem Corp. (Ningbo, China)",15000,121
20440,2024-06-28,Pristine Vadodara Impex,13000,119,hkr102,PP Raffia,Sabic,PP,Stellar Polychemicals (Daman),13000,117
20441,2024-06-28,Navkar Mangaluru Buildtech Pvt Ltd,14000,118,851,HD HM,Sabic,HM,"Huaxin Polychem Co., Ltd. (Tianjin, China)",14000,115
20442,2024-06-28,Neelkanth Footwear Pvt Ltd (Panipat),13000,119,2421H,LD 2 Mfi Non-Slip,Basell,LD,"GoldRiver Materials Trading Co. (Tianjin, China)",13000,116
20443,2024-06-28,Vertex Moulders Pvt Ltd (Jodhpur),12000,117,BL3,HD Blow Moulding,Iran,HD,"Huaxin Polychem Co., Ltd. (Tianjin, China)",12000,116
20444,2024-06-28,Jodhpur Mangalam Packagers Pvt Ltd,10000,122,7080,LL 1 Mfi Slip,Luban,LL,Aravali Trading Co.,10000,119
20445,2024-06-28,Kandla Umiya Renewables Pvt Ltd,17000,120,020F18A,LL 2 Mfi Non-Slip,Opal,LL,Dahej Core Polymers,17000,117
20446,2024-06-28,Velocity Agra Furniture Pvt Ltd,17000,118,2100N,PP Moulding (12 Mfi),Luban,PP,"Jumeirah Crest Trading DMCC (Dubai, UAE)",17000,116
20447,2024-06-29,Navneet Housewares Pvt Ltd (Rajkot),11000,117,MH13,PP Moulding (13 Mfi),Opal,PP,Godavari Poly Solutions,11000,116
20448,2024-06-29,Narmada Buildtech Pvt Ltd (Noida),14000,120,MH13,PP Moulding (13 Mfi),Opal,PP,Siddhi Aurangabad Petrochem,14000,118
20449,2024-06-29,Aristo Ludhiana Stationery Pvt Ltd,15000,118,1200MC,PP Moulding (20 Mfi),IOCL,PP,"Jinlong Petrochem Corp. (Ningbo, China)",15000,117
20450,2024-06-29,Pristine Vadodara Impex,10000,118,E24065,LL Lamination,RIL,LL,Narmada Polymers (Chennai),10000,116
20451,2024-06-29,Kochi Stellar Textiles Pvt Ltd,15000,119,168MO,PP Moulding (10 Mfi),Borough,PP,"Sandshell Trading DMCC (Dubai, UAE)",15000,117
20452,2024-06-29,Ghaziabad Bharat Polytrade,11000,121,RH03,PP Raffia,Opal,PP,Shakti Kandla Commodities,11000,119
20453,2024-06-29,Tirupati Sports Goods Pvt Ltd (Silvassa),11000,116,7050,LL 2 Mfi Slip,Luban,LL,Shree Polymers (Vapi),11000,115
20454,2024-06-29,Sunrise Textiles Pvt Ltd (Kolkata),14000,115,JF19010,LL 1 Mfi Slip,RIL,LL,Navkar Exim,14000,114
20455,2024-06-29,Navkar Bhiwandi Electricals Pvt Ltd,12000,118,SH731,HIPS,Supreme,HIPS,Stellar Polychemicals (Daman),12000,116
20456,2024-06-29,Sunbeam Polymers Electronics (Bhiwandi),11000,118,M312,PP Moulding (12 Mfi),Haldia,PP,"Jumeirah Crest Petrochem DMCC (Dubai, UAE)",11000,117
20457,2024-06-29,Pacific Polymers Automotive Components (Rajkot),13000,118,1820,LL 2 Mfi Non-Slip,Basell,LL,Sigma Chemplast,13000,116
20458,2024-06-29,Matrix 3D Printing Pvt Ltd (Pithampur),20000,123,2427K,LD GP,Basell,LD,"Pearl Coast Polymers LLC (Dubai, UAE)",20000,121
20459,2024-06-30,Kaveri Gurugram Petrochem,10000,121,SH03,HIPS,Supreme,HIPS,"Palm Vista Trading DMCC (Dubai, UAE)",10000,119
20460,2024-06-30,Mumbai Allied Buildtech Pvt Ltd,15000,116,J1005,LD Milk Pouch,RIL,LD,"Jumeirah Crest Petrochem DMCC (Dubai, UAE)",15000,113
20461,2024-06-30,Infinity Vasai Toys Pvt Ltd,11000,118,1110MG,PP Moulding (11 Mfi),IOCL,PP,Shakti Poly Solutions,11000,115
20462,2024-06-30,Capital Bhiwandi Appliances Pvt Ltd,18000,119,7080,LL 1 Mfi Slip,Luban,LL,"Huanxin Petrochem Corp. (Xiamen, China)",18000,117
20463,2024-06-30,Narmada Buildtech Pvt Ltd (Noida),14000,118,H030SG,PP Raffia,RIL,PP,Cityline Trading Co.,14000,117
20464,2024-06-30,Mangaluru Velocity Recyclers Pvt Ltd,15000,118,1881,HD HM,Titan,HM,Faridabad Siddhi Polymer Traders,15000,115
20465,2024-06-30,Durgapur Tirupati Pharma Packaging Pvt Ltd,12000,121,7047,LL 1 Mfi Non-Slip,Luban,LL,Tirupati Ghaziabad Polymers,12000,119
20466,2024-06-30,Vapi Heritage Adhesives Pvt Ltd,13000,118,F0118L,LL 1 Mfi Non-Slip,HMEL,LL,Sai Thane Petrochem,13000,116
20467,2024-06-30,Hiral Polychem (Durgapur),12000,124,E24065,LL Lamination,RIL,LL,"Jumeirah Crest Petrochem DMCC (Dubai, UAE)",12000,123
20468,2024-06-30,Mangaluru Orbit Footwear Pvt Ltd,13000,120,FH10S,PP TQ,Opal,PP,"Sandshell Trading DMCC (Dubai, UAE)",13000,118
20469,2024-07-01,Capital Polymers Furniture (Thane),12000,120,F19010,LL 1 Mfi Slip,RIL,LL,Narmada Polymers (Chennai),12000,118
20470,2024-07-01,Ghaziabad Vindhya Consumer Products Pvt Ltd,16000,122,HTA001,HD Film,Exxon,HD,"Jumeirah Crest Petrochem DMCC (Dubai, UAE)",16000,119
20471,2024-07-01,Anand Polymers Moulders (Hyderabad),7000,111,GRPLON30GF,30% Glass Filled Nylon,GRP,Nylon,Rajhans Silvassa Commodities,7000,109
20472,2024-07-01,Devika Panipat Stationery Pvt Ltd,17000,120,0725n,LD Heavy Duty,Tasnee,LD,Crescent Exim (Mangaluru),17000,119
20473,2024-07-01,Zenith Polymers Automotive Components (Noida),12000,117,222NP,PP Moulding (12 Mfi),Borough,PP,Velocity Thane Plastics,12000,115
20474,2024-07-01,Pristine Polymers Renewables (Bhubaneswar),12000,119,7019EC,LD Lamination,Sabic,LD,"DragonGate Materials Trading Co. (Shanghai, China)",12000,118
20475,2024-07-01,Sahyadri Indore Coatings Pvt Ltd,14000,116,1013NW8,Nylon,UBE,Nylon,Neelkanth Petrochem (Ankleshwar),14000,113
20476,2024-07-01,Mangaluru Velocity Recyclers Pvt Ltd,18000,115,H036RG,PP Raffia,Nayara,PP,Mangalam Poly Solutions,18000,113
20477,2024-07-01,Matrix Polymers Cables (Mumbai),14000,118,Q1018H,LL 1 Mfi Slip,Lotrene,LL,Aristo Kochi Polytrade,14000,117
20478,2024-07-01,Vertex Polymers Electronics (Lucknow),17000,119,2106N,PP Moulding (12 Mfi),Luban,PP,Sai Thane Petrochem,17000,118
20479,2024-07-02,Desi Polymers Adhesives (Mumbai),17000,125,T3804,LL Roto Moulding,Opal,LL,"Sandshell Trading DMCC (Dubai, UAE)",17000,122
20480,2024-07-02,Galaxy Secunderabad Moulders Pvt Ltd,9000,130,6236,LD 2 Mfi Slip,Borough,LD,"Huanxin Petrochem Corp. (Xiamen, China)",9000,128
20481,2024-07-02,Capital Aurangabad Packagers Pvt Ltd,16000,111,7087,LL 1 Mfi Slip,Equate,LL,Unity Petrochem,16000,110
20482,2024-07-02,Aravali Chennai Toys Pvt Ltd,9000,124,118NM,LL 1 Mfi Non-Slip,Sabic,LL,"Huanxin Petrochem Corp. (Xiamen, China)",9000,121
20483,2024-07-02,Sahyadri Polymers Toys (Indore),15000,123,6230,LD 2 Mfi Non-Slip,Borough,LD,"Huanxin Petrochem Corp. (Xiamen, China)",15000,121
20484,2024-07-02,Beacon Electricals Pvt Ltd (Hyderabad),11000,124,H110QS,PP TQ,Nayara,PP,Godavari Poly Solutions,11000,122
20485,2024-07-02,Heritage Polymers Electronics (Jaipur),13000,126,LDU8918,LD Lamination,Tricolene,LD,Desi Exim (Panipat),13000,124
20486,2024-07-02,Millennium Polymers Sports Goods (Dahej),17000,121,LD 0474,LD GP,Lotrene,LD,Unity Petrochem,17000,119
20487,2024-07-02,Krishna Films & Sheets Pvt Ltd (Vapi),9000,124,1110MG,PP Moulding (11 Mfi),IOCL,PP,Shakti Polymers (Hyderabad),9000,123
20488,2024-07-02,Gurugram Neelkanth Trading Co.,12000,125,FH10S,PP TQ,Opal,PP,"Marina Gate Polymers LLC (Dubai, UAE)",12000,123
20489,2024-07-02,Pristine Vadodara Impex,19000,120,6400,HD Blow Moulding,Luban,HD,Tirupati Polytrade,19000,119
20490,2024-07-02,Heritage Vapi Furniture Pvt Ltd,13000,119,SC203TR,GPPS,Supreme,GPPS,Navkar Exim (Bengaluru),13000,116
20491,2024-07-02,Panipat Sunbeam Polychemicals,10000,119,LD 0474,LD GP,Lotrene,LD,Ganga Polymart,10000,116
20492,2024-07-02,Sahyadri Indore Coatings Pvt Ltd,12000,122,SC203EL,GPPS,Supreme,GPPS,Ghaziabad Bharat Polytrade,12000,120
20493,2024-07-03,Kolkata Core Toys Pvt Ltd,8000,120,1969,LD Lamination,Sasol,LD,Metro Polychemicals,8000,118
20494,2024-07-03,Kanpur Sunrise Polymers,16000,127,F10SR,PP TQ,HMEL,PP,Sunbeam Udaipur Plastics,16000,126
20495,2024-07-03,Kaveri Polymers Automotive Components (Chennai),8000,122,2427K,LD GP,Basell,LD,"SilverPanda Materials Trading Co. (Qingdao, China)",8000,121
20496,2024-07-03,Matrix 3D Printing Pvt Ltd (Pithampur),14000,112,6236,LD 2 Mfi Slip,Borough,LD,Daman Millennium Polychem,14000,111
20497,2024-07-03,Reliable 3D Printing Pvt Ltd (Rajkot),10000,122,HNR100,PP Moulding,Sasol,PP,Narmada Polymers (Chennai),10000,120
20498,2024-07-03,Kanha Polymers Industrials (Silvassa),14000,125,528K,PP Thermoforming,Sabic,PP,Vector Coimbatore Polymers,14000,122
20499,2024-07-03,Tapti Footwear Pvt Ltd (Indore),23000,123,HR003,PP Raffia,MRPL,PP,Sai Thane Petrochem,23000,121
20500,2024-07-03,Howrah Reliable Agro Plast Pvt Ltd,17000,119,hkr102,PP Raffia,Sabic,PP,Core Udaipur Commodities,17000,118
20501,2024-07-03,Ghaziabad Infinity Toys Pvt Ltd,10000,117,FB3003,LD Heavy Duty,Lotrene,LD,"Huanxin Petrochem Corp. (Xiamen, China)",10000,116
20502,2024-07-03,Kanha Polymers Industrials (Silvassa),15000,120,2047A,LD GP,Sasol,LD,"Marina Gate Polymers LLC (Dubai, UAE)",15000,117
20503,2024-07-03,Millennium Polymers Sports Goods (Dahej),18000,118,SH731,HIPS,Supreme,HIPS,"Pearl Coast Polymers LLC (Dubai, UAE)",18000,115
20504,2024-07-03,Shreenath Polymers Sports Goods (Ghaziabad),11000,116,TR131,HD HM,Marlex,HM,Anand Exim,11000,113
20505,2024-07-04,Ghaziabad Infinity Toys Pvt Ltd,12000,119,2018N,LL 2 Mfi Non-Slip,Lotrene,LL,Sai Trading Co.,12000,117
20506,2024-07-04,Krishna Sports Goods Pvt Ltd (Ahmedabad),15000,116,F0050D,HD HM,HMEL,HM,"Pearl Coast Exim DMCC (Dubai, UAE)",15000,114
20507,2024-07-04,Agra Vindhya Sports Goods Pvt Ltd,10000,119,RH03,PP Raffia,Opal,PP,Galaxy Surat Polychemicals,10000,116
20508,2024-07-04,Vector Vapi Toys Pvt Ltd,11000,120,851,HD HM,Sabic,HM,"GreatWall Plastics Co., Ltd. (Shanghai, China)",11000,118
20509,2024-07-04,Zenith Polymers Automotive Components (Noida),16000,120,E45,HD Film,Gail,HD,Radiant Impex,16000,118
20510,2024-07-04,Shreenath Polymers Sports Goods (Ghaziabad),14000,122,528K,PP Thermoforming,Sabic,PP,Stellar Cuttack Commodities,14000,121
20511,2024-07-04,Omkar Medical Devices Pvt Ltd (Vapi),12000,115,C7100,LD Lamination,APC,LD,"Sandshell Trading DMCC (Dubai, UAE)",12000,114
20512,2024-07-04,Meerut Stellar Pharma Packaging Pvt Ltd,19000,112,AM120N,PP Moulding (12 Mfi),RIL,PP,"BlueCrane Petrochem Corp. (Ningbo, China)",19000,111
20513,2024-07-04,Jaipur Shubham Housewares Pvt Ltd,16000,116,E24065,LL Lamination,RIL,LL,"DragonGate Materials Trading Co. (Shanghai, China)",16000,115
20514,2024-07-04,Paramount Polymers Stationery (Pune),16000,120,EX5,HD HM,Iran,HM,Devika Polymers (Udaipur),16000,118
20515,2024-07-05,Cityline Appliances Pvt Ltd (Aurangabad),13000,116,2421H,LD 2 Mfi Non-Slip,Basell,LD,"GoldRiver Materials Trading Co. (Tianjin, China)",13000,113
20516,2024-07-05,Ghaziabad Sunbeam Automotive Components Pvt Ltd,16000,118,5018L,LL Roto Moulding,HMEL,LL,Anand Commodities (Mysuru),16000,117
20517,2024-07-05,Pristine Vadodara Impex,12000,121,EVA 2518,EVA 18%,Sipchem,EVA,Velocity Thane Plastics,12000,118
20518,2024-07-05,Beacon Electricals Pvt Ltd (Hyderabad),16000,121,223,LL 1 Mfi Slip,Basell,LL,"Desert Dunes Petrochem DMCC (Dubai, UAE)",16000,120
20519,2024-07-05,Haridwar Galaxy Polymart,14000,118,012T,PP Moulding (12 Mfi),MRPL,PP,Shree Polymers (Vapi),14000,115
20520,2024-07-05,Aurangabad Infinity Films & Sheets Pvt Ltd,6000,114,1881,HD HM,Titan,HM,Ankleshwar Godavari Plastics,6000,113
20521,2024-07-05,Mangalam Navi Mumbai Electricals Pvt Ltd,14000,119,FB3003,LD Heavy Duty,Lotrene,LD,Faridabad Siddhi Polymer Traders,14000,117
20522,2024-07-05,Heritage Polymers WaterTech (Durgapur),14000,117,GRPLON30GF,30% Glass Filled Nylon,GRP,Nylon,"Jumeirah Crest Petrochem DMCC (Dubai, UAE)",14000,116
20523,2024-07-05,Rajhans Silvassa Commodities,13000,118,hkr102,PP Raffia,Sabic,PP,"Palm Vista Polymers LLC (Dubai, UAE)",13000,117
20524,2024-07-05,Devika Footwear Pvt Ltd (Silvassa),14000,117,E45,HD Film,Gail,HD,Navneet Vasai Polymer Traders,14000,116
20525,2024-07-05,Bluewave Ankleshwar Electronics Pvt Ltd,13000,118,2106N,PP Moulding (12 Mfi),Luban,PP,Ludhiana Shree Polychem,13000,117
20526,2024-07-06,Surat Dynamic Consumer Products Pvt Ltd,13000,114,1200MC,PP Moulding (20 Mfi),IOCL,PP,Bharat Exim,13000,112
20527,2024-07-06,Silvassa Stride 3D Printing Pvt Ltd,14000,118,0725n,LD Heavy Duty,Tasnee,LD,Rajhans Silvassa Commodities,14000,116
20528,2024-07-06,Stride Polymers Pharma Packaging (Faridabad),11000,119,TR131,HD HM,Marlex,HM,"DragonGate Materials Trading Co. (Shanghai, China)",11000,118
20529,2024-07-06,Dahej Vindhya Films & Sheets Pvt Ltd,14000,126,2420E02,LD 2 Mfi Non-Slip,BPC,LL,Cityline Poly Solutions,14000,124
20530,2024-07-06,Kochi Stellar Textiles Pvt Ltd,14000,117,6236,LD 2 Mfi Slip,Borough,LD,Core Udaipur Commodities,14000,114
20531,2024-07-06,Mahadev Polymers Agro Plast (Rajkot),12000,120,EC7000,LD Lamination,Dow,LD,Devika Gurugram Petrochem,12000,118
20532,2024-07-06,Vapi Heritage Adhesives Pvt Ltd,13000,121,5502BN,HD Blow Moulding,Marlex,HD,Galaxy Chemplast (Mysuru),13000,119
20533,2024-07-06,Rajhans Polymers Coatings (Delhi),16000,115,020F18A,LL 2 Mfi Non-Slip,Opal,LL,"Marina Gate Polymers LLC (Dubai, UAE)",16000,113
20534,2024-07-06,Nagpur Millennium Textiles Pvt Ltd,11000,125,801YY,LD Lamination,Titan,LD,Kandla Crystal Plastics,11000,123
